transaction_amount,buyer_account_age_days,seller_trust_score,num_previous_disputes,velocity_1h,seller_rating,is_new_seller,payment_method,category,is_fraud
1364.53,446.0,90.13,1.0,1.0,4.46,0.0,upi,Home & Kitchen,0
670.0,55.0,45.0,0.0,2.0,2.59,0.0,cod,Pharmacy,1
1010.25,309.0,28.19,0.0,1.0,1.42,1.0,card,Grocery,0
549.62,95.0,66.16,0.0,3.0,3.13,0.0,card,Fashion,0
429.34,80.0,82.72,0.0,0.0,4.06,0.0,upi,Food & Beverage,0
656.05,716.0,94.51,1.0,1.0,4.95,0.0,wallet,Fashion,0
224.42,9.0,69.42,1.0,0.0,3.64,0.0,upi,Grocery,0
402.6,222.0,79.13,0.0,1.0,4.17,0.0,upi,Electronics,0
765.01,51.0,77.52,0.0,3.0,4.4,0.0,upi,Beauty,0
1032.64,754.0,32.13,0.0,2.0,1.62,1.0,cod,Beauty,0
1673.48,8.0,61.07,1.0,1.0,3.27,0.0,wallet,Books,0
733.14,270.0,83.16,1.0,0.0,3.52,0.0,wallet,Books,0
420.17,94.0,41.76,0.0,0.0,2.14,1.0,upi,Fashion,0
293.66,43.0,52.43,0.0,2.0,2.22,0.0,card,Electronics,0
1589.66,246.0,54.05,0.0,3.0,2.51,1.0,card,Food & Beverage,1
873.95,396.0,56.65,2.0,1.0,2.69,0.0,upi,Books,0
708.8,252.0,48.72,0.0,1.0,2.43,1.0,cod,Electronics,0
893.61,56.0,57.2,0.0,0.0,2.69,0.0,cod,Books,0
1374.98,263.0,98.95,0.0,1.0,4.83,0.0,upi,Electronics,0
2008.53,29.0,77.73,0.0,1.0,4.08,0.0,upi,Pharmacy,0
258.03,43.0,84.38,1.0,0.0,4.25,0.0,upi,Electronics,0
666.44,134.0,94.11,0.0,0.0,4.69,0.0,cod,Pharmacy,0
1294.62,2.0,92.32,0.0,1.0,4.61,0.0,wallet,Food & Beverage,0
275.4,50.0,93.5,0.0,3.0,4.61,0.0,card,Food & Beverage,0
2500.85,476.0,84.47,0.0,1.0,4.52,0.0,upi,Pharmacy,0
660.8,35.0,76.25,0.0,2.0,3.78,0.0,card,Beauty,0
2734.19,305.0,82.86,0.0,1.0,4.82,0.0,upi,Food & Beverage,0
243.36,387.0,80.45,0.0,6.0,4.16,0.0,cod,Books,1
1551.46,84.0,63.77,0.0,2.0,3.41,0.0,cod,Fashion,0
473.34,171.0,41.15,0.0,1.0,1.96,0.0,upi,Electronics,0
800.24,376.0,91.72,0.0,1.0,4.75,0.0,upi,Electronics,0
1199.81,23.0,70.68,0.0,2.0,3.84,0.0,upi,Pharmacy,0
1466.89,318.0,88.45,1.0,3.0,4.49,0.0,card,Beauty,0
1072.04,405.0,83.85,3.0,3.0,4.08,0.0,upi,Home & Kitchen,0
771.32,530.0,64.2,1.0,2.0,3.54,0.0,card,Grocery,0
880.66,155.0,88.69,0.0,3.0,5.0,0.0,card,Electronics,0
3762.02,483.0,38.79,0.0,1.0,1.49,0.0,card,Home & Kitchen,1
1630.94,176.0,84.21,0.0,1.0,4.07,0.0,cod,Fashion,0
370.03,44.0,81.86,0.0,1.0,4.08,0.0,card,Books,0
868.29,223.0,77.77,0.0,2.0,3.78,0.0,cod,Home & Kitchen,0
1114.83,121.0,61.73,0.0,2.0,3.07,0.0,wallet,Pharmacy,0
106.66,339.0,73.09,0.0,1.0,3.35,0.0,upi,Books,0
1763.34,199.0,47.27,0.0,6.0,2.64,0.0,upi,Beauty,0
400.9,123.0,90.93,0.0,2.0,4.55,0.0,upi,Grocery,0
505.05,131.0,54.19,0.0,1.0,2.78,1.0,cod,Electronics,0
313.86,137.0,71.95,1.0,3.0,3.51,0.0,card,Fashion,0
1560.65,446.0,73.74,0.0,0.0,3.48,0.0,card,Home & Kitchen,0
1240.94,106.0,86.12,1.0,3.0,4.11,0.0,card,Grocery,0
1617.7,128.0,85.58,0.0,0.0,4.76,0.0,card,Beauty,0
2114.64,215.0,35.75,0.0,2.0,1.49,0.0,upi,Food & Beverage,1
950.88,147.0,70.14,0.0,2.0,3.39,0.0,upi,Beauty,0
561.0,259.0,79.71,0.0,0.0,3.44,0.0,wallet,Food & Beverage,0
962.86,228.0,56.02,0.0,1.0,2.95,0.0,upi,Beauty,0
501.94,390.0,72.45,0.0,2.0,3.89,0.0,upi,Food & Beverage,0
1183.66,743.0,62.13,0.0,5.0,2.58,0.0,cod,Books,1
1803.95,653.0,70.68,0.0,0.0,3.32,0.0,cod,Pharmacy,0
421.8,73.0,53.85,0.0,1.0,2.45,0.0,card,Electronics,0
968.68,37.0,45.79,1.0,1.0,2.18,0.0,card,Food & Beverage,0
757.48,102.0,77.85,1.0,1.0,4.06,0.0,wallet,Home & Kitchen,0
796.4,225.0,77.32,0.0,1.0,3.86,0.0,card,Books,0
1541.15,113.0,75.07,0.0,3.0,3.75,0.0,cod,Electronics,1
1128.33,259.0,59.62,1.0,1.0,2.55,0.0,wallet,Beauty,0
669.41,207.0,72.94,1.0,0.0,3.63,0.0,upi,Home & Kitchen,0
731.71,237.0,68.92,0.0,0.0,3.73,0.0,card,Beauty,0
876.55,1263.0,21.46,0.0,0.0,1.1,1.0,wallet,Grocery,0
837.53,232.0,59.33,0.0,0.0,2.37,0.0,upi,Books,0
875.61,421.0,74.04,0.0,0.0,4.08,0.0,upi,Fashion,0
1370.19,5.0,68.44,0.0,0.0,3.83,0.0,upi,Fashion,0
309.23,191.0,88.78,0.0,5.0,4.61,0.0,cod,Home & Kitchen,0
1138.04,392.0,85.9,0.0,2.0,4.57,0.0,card,Fashion,0
1223.72,172.0,82.22,0.0,0.0,4.26,0.0,upi,Pharmacy,0
2631.76,452.0,72.42,0.0,0.0,3.82,0.0,card,Home & Kitchen,0
768.85,513.0,36.7,0.0,3.0,1.66,0.0,card,Books,0
1124.91,213.0,74.06,0.0,0.0,3.94,0.0,upi,Fashion,0
1532.78,37.0,91.8,0.0,2.0,3.92,0.0,upi,Beauty,0
1108.88,503.0,58.65,0.0,2.0,2.88,0.0,upi,Food & Beverage,0
158.08,321.0,32.53,1.0,1.0,1.9,1.0,upi,Food & Beverage,1
173.87,949.0,61.31,0.0,1.0,3.51,0.0,card,Food & Beverage,0
719.49,17.0,53.18,0.0,0.0,2.78,0.0,wallet,Home & Kitchen,0
827.82,47.0,85.39,0.0,1.0,4.63,0.0,cod,Books,0
1031.32,2.0,45.34,0.0,1.0,2.25,1.0,upi,Fashion,0
290.35,83.0,69.46,0.0,2.0,3.66,0.0,card,Food & Beverage,0
1251.09,279.0,59.51,1.0,1.0,3.19,0.0,upi,Electronics,0
293.87,34.0,82.81,0.0,0.0,3.43,0.0,upi,Beauty,0
1098.16,66.0,81.25,0.0,2.0,4.3,0.0,upi,Home & Kitchen,0
374.41,62.0,87.47,0.0,0.0,4.41,0.0,cod,Pharmacy,0
1207.28,145.0,79.2,0.0,2.0,4.03,0.0,upi,Food & Beverage,0
1538.37,203.0,91.53,0.0,3.0,4.85,0.0,upi,Grocery,0
448.92,181.0,81.15,0.0,1.0,3.9,0.0,upi,Beauty,0
1085.9,284.0,76.8,1.0,1.0,3.85,0.0,card,Books,0
927.13,144.0,40.28,0.0,0.0,2.04,1.0,upi,Electronics,0
432.32,26.0,88.2,0.0,1.0,4.53,0.0,upi,Food & Beverage,0
280.49,87.0,88.94,1.0,2.0,3.8,0.0,cod,Pharmacy,0
1268.38,198.0,57.13,0.0,2.0,3.06,0.0,upi,Grocery,0
2397.3,132.0,77.79,0.0,1.0,4.1,0.0,card,Grocery,0
668.55,355.0,55.19,0.0,2.0,2.37,0.0,wallet,Fashion,0
160.95,602.0,86.76,0.0,0.0,4.12,0.0,cod,Electronics,0
106.36,136.0,34.47,0.0,2.0,2.06,1.0,card,Fashion,0
871.03,113.0,87.45,0.0,2.0,4.08,0.0,wallet,Electronics,0
226.04,60.0,55.01,0.0,2.0,3.2,0.0,upi,Food & Beverage,0
189.62,33.0,27.69,0.0,1.0,1.1,1.0,wallet,Pharmacy,1
424.36,365.0,76.55,0.0,2.0,4.12,0.0,upi,Electronics,0
1245.5,47.0,91.74,0.0,2.0,4.3,0.0,upi,Fashion,0
1175.54,37.0,91.97,2.0,2.0,4.85,0.0,card,Pharmacy,0
1298.36,53.0,75.77,0.0,1.0,3.86,0.0,cod,Books,0
549.22,258.0,94.51,0.0,0.0,4.8,0.0,upi,Books,0
579.93,78.0,42.36,1.0,2.0,1.81,1.0,upi,Grocery,1
1607.53,291.0,88.97,0.0,0.0,4.45,0.0,upi,Beauty,0
640.28,23.0,82.67,1.0,0.0,3.9,0.0,upi,Books,0
275.55,35.0,87.78,0.0,1.0,4.12,0.0,wallet,Books,0
442.54,90.0,50.79,0.0,0.0,2.94,0.0,card,Grocery,0
1312.82,40.0,93.52,1.0,0.0,5.0,0.0,card,Grocery,0
1071.15,500.0,21.57,0.0,1.0,1.0,1.0,upi,Books,1
711.17,45.0,97.6,0.0,2.0,5.0,0.0,wallet,Electronics,0
212.56,201.0,75.0,0.0,1.0,4.03,0.0,upi,Electronics,0
1065.2,447.0,67.97,0.0,0.0,3.21,0.0,upi,Electronics,0
616.49,214.0,81.22,0.0,2.0,3.8,0.0,upi,Grocery,0
272.5,330.0,79.41,0.0,2.0,3.97,0.0,card,Home & Kitchen,0
1291.27,156.0,76.79,1.0,2.0,3.84,0.0,cod,Fashion,0
642.19,263.0,94.19,3.0,2.0,3.95,0.0,cod,Grocery,0
841.26,32.0,55.1,0.0,2.0,2.83,0.0,upi,Fashion,0
1771.16,272.0,45.17,0.0,2.0,2.5,0.0,card,Fashion,0
997.47,470.0,61.95,0.0,0.0,3.25,0.0,cod,Pharmacy,0
1226.99,249.0,30.09,1.0,1.0,1.43,1.0,upi,Electronics,1
801.58,57.0,51.69,3.0,0.0,2.15,0.0,upi,Books,0
1396.92,277.0,84.86,1.0,0.0,4.38,0.0,upi,Grocery,0
324.52,116.0,63.59,1.0,1.0,2.95,0.0,cod,Home & Kitchen,0
212.48,204.0,46.72,0.0,2.0,2.24,0.0,cod,Books,0
296.64,150.0,99.35,0.0,2.0,4.97,0.0,cod,Fashion,0
583.19,431.0,84.62,0.0,1.0,4.47,0.0,card,Food & Beverage,0
1226.0,46.0,74.53,0.0,0.0,4.04,0.0,upi,Fashion,0
529.78,79.0,26.24,0.0,0.0,1.37,1.0,card,Grocery,0
1201.32,695.0,22.51,0.0,0.0,1.14,0.0,cod,Books,1
872.82,160.0,32.34,0.0,1.0,1.85,0.0,card,Food & Beverage,0
2669.37,37.0,85.35,0.0,1.0,4.0,0.0,cod,Grocery,0
890.12,69.0,91.01,0.0,2.0,4.35,0.0,upi,Beauty,0
487.72,14.0,93.73,0.0,1.0,5.0,0.0,card,Home & Kitchen,0
1119.47,260.0,79.09,0.0,2.0,4.39,0.0,cod,Pharmacy,0
828.42,38.0,71.9,2.0,1.0,3.07,0.0,card,Electronics,0
325.08,59.0,81.03,0.0,1.0,3.9,0.0,upi,Fashion,0
703.71,713.0,43.31,0.0,2.0,2.44,0.0,upi,Fashion,0
692.99,3.0,73.57,0.0,0.0,3.79,0.0,upi,Food & Beverage,0
722.78,133.0,94.86,1.0,0.0,4.7,0.0,cod,Fashion,0
342.95,49.0,76.67,0.0,3.0,3.47,0.0,card,Fashion,0
2419.89,196.0,51.93,0.0,3.0,2.44,1.0,wallet,Food & Beverage,0
231.14,594.0,77.71,0.0,0.0,3.63,0.0,upi,Electronics,0
1793.02,462.0,98.23,1.0,1.0,5.0,0.0,upi,Fashion,0
775.74,91.0,60.94,0.0,3.0,2.82,0.0,card,Home & Kitchen,0
391.63,31.0,71.59,0.0,2.0,3.62,0.0,upi,Books,0
2173.22,109.0,47.69,0.0,2.0,2.51,1.0,card,Fashion,1
81.97,222.0,89.59,0.0,0.0,4.45,0.0,upi,Pharmacy,0
387.78,2.0,62.78,0.0,2.0,3.13,0.0,upi,Fashion,0
669.94,265.0,65.82,1.0,1.0,2.91,0.0,upi,Fashion,0
431.64,170.0,24.21,0.0,1.0,1.09,1.0,wallet,Books,0
729.07,654.0,94.85,0.0,1.0,4.65,0.0,card,Grocery,0
1163.24,383.0,96.05,0.0,1.0,4.62,0.0,card,Electronics,0
279.3,184.0,85.94,0.0,2.0,4.71,0.0,cod,Electronics,0
924.2,303.0,46.35,1.0,1.0,2.89,0.0,cod,Electronics,0
1240.13,135.0,56.89,1.0,1.0,3.14,0.0,card,Beauty,0
304.5,20.0,87.26,1.0,4.0,4.82,0.0,card,Electronics,0
872.46,96.0,93.79,0.0,0.0,4.5,0.0,upi,Food & Beverage,0
688.43,8.0,70.41,0.0,1.0,3.46,0.0,cod,Pharmacy,0
355.62,14.0,66.83,0.0,1.0,3.08,0.0,upi,Home & Kitchen,0
382.24,87.0,89.27,1.0,0.0,4.5,0.0,upi,Home & Kitchen,0
385.69,79.0,47.02,1.0,2.0,2.08,0.0,wallet,Home & Kitchen,0
544.53,129.0,20.38,0.0,2.0,1.0,0.0,card,Home & Kitchen,0
550.21,544.0,27.41,0.0,3.0,1.0,1.0,card,Books,1
1836.59,75.0,22.3,0.0,0.0,1.25,1.0,card,Fashion,0
971.17,739.0,59.6,0.0,2.0,3.33,0.0,upi,Home & Kitchen,0
991.06,262.0,45.64,0.0,1.0,2.6,0.0,cod,Fashion,0
841.45,193.0,80.13,1.0,1.0,4.24,0.0,card,Electronics,0
891.18,191.0,40.09,0.0,0.0,2.25,1.0,card,Beauty,0
1038.1,159.0,39.03,0.0,2.0,1.86,1.0,upi,Electronics,0
318.78,238.0,61.11,0.0,2.0,2.58,0.0,wallet,Pharmacy,0
710.72,380.0,70.46,0.0,1.0,3.2,0.0,card,Food & Beverage,0
394.93,16.0,44.51,0.0,2.0,2.13,0.0,upi,Pharmacy,0
1451.26,296.0,41.36,0.0,2.0,1.42,1.0,cod,Home & Kitchen,1
508.16,70.0,80.74,0.0,2.0,4.21,0.0,upi,Pharmacy,0
1047.36,384.0,41.84,0.0,1.0,2.22,1.0,card,Food & Beverage,0
1177.8,783.0,66.92,0.0,2.0,3.51,0.0,upi,Home & Kitchen,0
931.34,371.0,90.73,1.0,2.0,4.81,0.0,upi,Beauty,0
863.94,124.0,28.82,0.0,1.0,1.0,1.0,upi,Fashion,1
772.41,128.0,85.34,0.0,1.0,4.03,0.0,upi,Electronics,0
1216.36,390.0,34.48,0.0,0.0,1.38,1.0,cod,Grocery,0
418.72,134.0,65.33,0.0,4.0,3.09,0.0,wallet,Electronics,0
981.58,327.0,87.7,0.0,2.0,4.17,0.0,upi,Fashion,0
180.2,172.0,57.77,0.0,4.0,2.24,0.0,card,Electronics,0
490.24,89.0,30.57,0.0,0.0,1.74,1.0,wallet,Food & Beverage,0
538.12,24.0,53.18,1.0,1.0,3.06,1.0,upi,Grocery,0
249.13,322.0,76.54,0.0,1.0,3.61,0.0,wallet,Fashion,0
864.98,71.0,87.07,0.0,1.0,4.16,0.0,card,Beauty,0
440.02,336.0,86.89,0.0,1.0,4.6,0.0,upi,Electronics,0
1646.98,117.0,48.35,0.0,1.0,2.4,0.0,cod,Food & Beverage,0
646.3,79.0,79.4,0.0,3.0,4.14,0.0,upi,Pharmacy,0
1158.9,45.0,92.35,2.0,0.0,4.31,0.0,card,Pharmacy,0
1471.6,48.0,76.84,1.0,0.0,4.02,0.0,upi,Food & Beverage,0
1064.35,24.0,73.73,2.0,1.0,3.8,0.0,card,Books,0
581.33,45.0,86.68,0.0,0.0,4.2,0.0,card,Beauty,0
769.82,506.0,69.77,1.0,1.0,3.47,0.0,card,Books,0
250.62,95.0,52.65,0.0,3.0,1.99,0.0,upi,Books,0
1171.78,512.0,88.07,0.0,3.0,4.32,0.0,cod,Books,0
2738.24,132.0,85.85,0.0,0.0,4.3,0.0,wallet,Food & Beverage,0
1393.19,195.0,83.38,1.0,2.0,4.04,0.0,cod,Food & Beverage,0
562.45,121.0,60.3,0.0,3.0,2.76,0.0,card,Books,0
602.17,76.0,83.1,0.0,2.0,4.57,0.0,card,Home & Kitchen,0
1432.9,25.0,78.22,0.0,3.0,4.28,0.0,wallet,Electronics,0
283.92,542.0,28.42,1.0,3.0,1.43,1.0,upi,Fashion,1
456.95,183.0,61.22,1.0,1.0,3.17,0.0,cod,Fashion,0
487.03,182.0,70.33,0.0,2.0,2.97,0.0,card,Grocery,0
170.71,432.0,75.63,0.0,0.0,3.44,0.0,cod,Beauty,0
1016.95,92.0,92.4,0.0,2.0,4.48,0.0,upi,Books,0
568.66,142.0,94.77,1.0,1.0,4.42,0.0,upi,Books,0
572.31,508.0,67.39,1.0,0.0,3.67,0.0,wallet,Fashion,0
837.65,151.0,96.55,2.0,1.0,4.64,0.0,upi,Home & Kitchen,0
219.72,120.0,47.01,0.0,1.0,1.99,0.0,wallet,Electronics,0
719.93,44.0,25.28,0.0,2.0,1.86,0.0,cod,Home & Kitchen,0
216.69,42.0,66.7,1.0,0.0,3.89,0.0,upi,Grocery,0
1015.32,113.0,85.71,1.0,2.0,4.51,0.0,card,Grocery,0
1558.96,18.0,73.04,0.0,2.0,3.07,0.0,cod,Electronics,0
1167.78,693.0,90.35,1.0,1.0,4.96,0.0,upi,Pharmacy,0
492.76,194.0,36.27,0.0,0.0,2.25,1.0,card,Food & Beverage,0
1083.46,191.0,74.53,0.0,3.0,3.21,0.0,wallet,Food & Beverage,0
631.22,120.0,57.7,1.0,1.0,2.21,0.0,upi,Books,0
807.35,370.0,86.1,0.0,4.0,4.14,0.0,wallet,Grocery,0
1042.1,290.0,70.99,1.0,2.0,3.66,0.0,upi,Fashion,0
75.74,699.0,81.3,1.0,1.0,4.49,0.0,cod,Beauty,0
183.65,259.0,82.44,0.0,1.0,3.56,0.0,upi,Food & Beverage,0
664.47,13.0,27.53,0.0,0.0,1.92,1.0,card,Grocery,0
411.96,369.0,53.47,0.0,0.0,2.17,0.0,upi,Beauty,0
735.42,114.0,65.45,0.0,2.0,3.53,0.0,wallet,Electronics,0
825.5,99.0,46.59,0.0,1.0,2.32,0.0,cod,Fashion,0
495.77,51.0,94.8,0.0,4.0,5.0,0.0,cod,Pharmacy,0
589.78,254.0,73.2,0.0,1.0,3.77,0.0,wallet,Fashion,0
343.42,426.0,52.35,1.0,0.0,2.6,1.0,cod,Pharmacy,1
896.65,99.0,39.27,0.0,0.0,2.17,0.0,upi,Home & Kitchen,0
1263.74,160.0,81.57,0.0,1.0,3.84,0.0,wallet,Books,0
225.89,195.0,38.91,0.0,0.0,1.91,1.0,upi,Electronics,0
1221.28,156.0,86.4,0.0,2.0,3.92,0.0,cod,Electronics,0
978.24,157.0,47.73,0.0,2.0,2.61,1.0,cod,Pharmacy,1
1161.14,115.0,64.2,0.0,1.0,3.56,0.0,card,Books,0
1583.05,309.0,72.5,0.0,2.0,3.76,0.0,card,Grocery,0
496.49,221.0,76.51,0.0,2.0,3.89,0.0,upi,Beauty,0
1430.97,119.0,86.88,0.0,2.0,4.25,0.0,card,Books,0
1600.14,145.0,89.06,1.0,0.0,5.0,0.0,upi,Food & Beverage,0
248.68,774.0,21.16,0.0,1.0,1.05,1.0,wallet,Food & Beverage,1
827.55,480.0,86.73,0.0,5.0,3.87,0.0,upi,Beauty,0
804.82,334.0,79.9,1.0,2.0,4.16,0.0,cod,Fashion,0
1664.84,155.0,87.7,0.0,2.0,4.4,0.0,cod,Pharmacy,0
3220.06,162.0,63.58,0.0,3.0,3.8,0.0,card,Home & Kitchen,0
1169.93,122.0,38.29,1.0,4.0,1.91,1.0,card,Fashion,1
2456.24,240.0,70.86,0.0,1.0,3.14,0.0,upi,Home & Kitchen,0
430.18,121.0,91.67,0.0,1.0,5.0,0.0,cod,Electronics,0
1097.86,104.0,62.58,0.0,1.0,3.22,0.0,upi,Books,0
723.84,151.0,80.07,0.0,0.0,3.83,0.0,cod,Electronics,0
1029.63,115.0,90.09,0.0,1.0,5.0,0.0,upi,Home & Kitchen,0
1183.2,370.0,43.26,0.0,1.0,2.15,1.0,cod,Home & Kitchen,1
1320.26,411.0,55.53,0.0,1.0,2.61,0.0,cod,Books,0
597.09,302.0,30.99,1.0,1.0,1.84,0.0,cod,Home & Kitchen,0
678.91,100.0,50.01,0.0,1.0,2.79,0.0,upi,Food & Beverage,0
1251.14,273.0,79.76,0.0,1.0,4.26,0.0,cod,Beauty,0
933.71,73.0,93.84,1.0,0.0,5.0,0.0,card,Food & Beverage,0
463.08,100.0,54.91,0.0,1.0,2.18,0.0,upi,Home & Kitchen,0
692.41,339.0,46.68,0.0,1.0,2.58,0.0,card,Pharmacy,0
1499.5,78.0,69.71,0.0,1.0,3.51,0.0,upi,Books,0
369.32,149.0,58.26,1.0,2.0,2.95,0.0,upi,Pharmacy,0
744.62,106.0,49.2,0.0,1.0,2.31,0.0,upi,Home & Kitchen,0
275.84,346.0,56.54,1.0,1.0,2.7,0.0,card,Home & Kitchen,0
1587.06,55.0,91.16,0.0,0.0,4.48,0.0,cod,Beauty,0
3325.15,566.0,50.34,2.0,2.0,2.56,0.0,upi,Grocery,0
1868.2,201.0,94.32,0.0,1.0,4.06,0.0,wallet,Electronics,0
520.98,564.0,66.08,0.0,2.0,3.52,0.0,upi,Beauty,0
518.96,134.0,78.37,0.0,2.0,4.21,0.0,card,Fashion,0
1531.66,139.0,20.76,0.0,1.0,1.18,1.0,cod,Food & Beverage,1
1408.71,18.0,84.15,0.0,1.0,4.38,0.0,cod,Fashion,0
2045.7,420.0,53.88,1.0,1.0,2.98,0.0,upi,Grocery,0
771.81,404.0,80.23,1.0,1.0,4.08,0.0,cod,Home & Kitchen,0
329.24,481.0,79.39,0.0,0.0,4.63,0.0,cod,Home & Kitchen,0
784.76,13.0,90.41,3.0,1.0,4.52,0.0,upi,Fashion,0
704.27,60.0,50.89,0.0,2.0,2.84,0.0,cod,Fashion,1
2884.64,152.0,52.12,0.0,1.0,2.34,0.0,upi,Beauty,0
1194.26,285.0,77.86,0.0,2.0,3.85,0.0,upi,Home & Kitchen,0
184.52,212.0,92.45,0.0,2.0,4.95,0.0,upi,Pharmacy,0
1225.46,299.0,42.41,1.0,1.0,2.07,0.0,upi,Electronics,0
1597.3,216.0,81.93,0.0,0.0,3.93,0.0,upi,Food & Beverage,0
1437.88,79.0,70.18,1.0,0.0,3.61,0.0,upi,Pharmacy,0
1382.25,65.0,74.32,0.0,0.0,3.73,0.0,card,Electronics,0
921.82,38.0,58.38,1.0,1.0,2.64,0.0,upi,Pharmacy,0
679.92,809.0,83.68,0.0,1.0,4.07,0.0,card,Home & Kitchen,0
313.79,24.0,24.78,0.0,2.0,1.3,1.0,card,Home & Kitchen,0
2135.43,170.0,54.24,0.0,1.0,1.98,0.0,wallet,Beauty,0
1122.38,53.0,51.31,0.0,1.0,2.58,0.0,upi,Fashion,0
529.76,211.0,80.59,1.0,1.0,3.76,0.0,card,Books,0
853.46,109.0,69.13,0.0,1.0,3.38,0.0,cod,Fashion,0
316.18,294.0,36.45,0.0,2.0,1.44,0.0,card,Books,0
848.13,233.0,46.72,1.0,2.0,2.23,0.0,card,Electronics,0
1750.04,51.0,54.33,0.0,1.0,3.26,0.0,cod,Electronics,0
1229.12,73.0,70.35,1.0,0.0,3.21,0.0,card,Books,0
1561.28,161.0,76.44,1.0,0.0,3.62,0.0,card,Beauty,0
1485.18,27.0,94.36,2.0,1.0,4.61,0.0,upi,Electronics,0
1058.77,129.0,93.17,0.0,1.0,4.02,0.0,cod,Home & Kitchen,0
713.28,73.0,64.82,0.0,1.0,2.72,0.0,card,Home & Kitchen,0
605.55,73.0,64.16,2.0,1.0,3.37,0.0,cod,Food & Beverage,0
2038.85,200.0,84.82,0.0,5.0,4.06,0.0,upi,Beauty,0
1149.55,93.0,85.77,0.0,0.0,4.82,0.0,upi,Grocery,0
1092.2,74.0,88.51,1.0,1.0,4.14,0.0,cod,Pharmacy,0
1144.93,260.0,92.57,0.0,2.0,5.0,0.0,wallet,Food & Beverage,0
651.16,194.0,66.82,0.0,1.0,2.81,0.0,cod,Food & Beverage,0
1047.62,161.0,65.97,0.0,1.0,3.25,0.0,card,Electronics,0
491.76,404.0,94.43,1.0,2.0,4.45,0.0,cod,Home & Kitchen,0
566.9,208.0,61.64,0.0,0.0,3.31,0.0,upi,Grocery,0
1263.59,359.0,38.44,0.0,2.0,1.72,1.0,upi,Beauty,0
1122.12,301.0,92.78,0.0,2.0,4.47,0.0,card,Fashion,0
1290.55,121.0,70.62,0.0,0.0,3.5,0.0,wallet,Books,0
1414.79,67.0,52.8,0.0,0.0,3.4,1.0,upi,Electronics,0
656.09,133.0,20.61,0.0,2.0,1.44,1.0,card,Grocery,1
805.59,67.0,77.54,0.0,2.0,3.73,0.0,wallet,Pharmacy,0
1226.41,78.0,75.7,1.0,1.0,3.49,0.0,upi,Home & Kitchen,0
449.27,224.0,43.4,0.0,1.0,1.9,1.0,upi,Pharmacy,0
82.09,169.0,75.14,2.0,0.0,3.42,0.0,card,Electronics,0
222.6,57.0,76.1,0.0,2.0,4.11,0.0,upi,Food & Beverage,0
550.74,145.0,46.07,0.0,2.0,2.08,1.0,card,Grocery,0
663.85,165.0,87.8,1.0,3.0,4.75,0.0,upi,Home & Kitchen,0
1019.87,30.0,25.97,0.0,1.0,1.65,1.0,card,Electronics,0
1613.98,257.0,40.07,1.0,1.0,1.95,1.0,wallet,Pharmacy,0
692.08,147.0,90.54,2.0,1.0,4.08,0.0,card,Electronics,0
519.32,174.0,63.92,0.0,0.0,3.42,0.0,card,Home & Kitchen,0
314.71,443.0,92.04,1.0,0.0,4.22,0.0,wallet,Beauty,0
476.75,978.0,80.98,0.0,0.0,4.05,0.0,upi,Fashion,0
471.15,94.0,82.41,0.0,0.0,4.57,0.0,upi,Food & Beverage,0
883.3,261.0,66.3,0.0,1.0,2.58,0.0,cod,Fashion,0
472.78,23.0,66.93,0.0,1.0,3.26,0.0,card,Books,0
639.68,344.0,43.68,0.0,3.0,1.99,0.0,upi,Pharmacy,1
593.0,401.0,69.59,1.0,1.0,3.34,0.0,cod,Books,0
820.69,175.0,71.68,0.0,0.0,3.16,0.0,cod,Grocery,0
1183.4,132.0,73.05,1.0,0.0,4.27,0.0,upi,Books,0
1046.39,123.0,76.88,0.0,1.0,3.89,0.0,upi,Books,0
409.06,9.0,73.42,0.0,3.0,3.06,0.0,card,Beauty,0
540.56,57.0,77.57,1.0,0.0,3.99,0.0,upi,Books,0
1335.24,138.0,55.43,0.0,1.0,3.11,0.0,upi,Home & Kitchen,0
1549.5,290.0,45.64,2.0,2.0,2.26,0.0,upi,Home & Kitchen,0
281.32,70.0,65.72,3.0,3.0,3.77,0.0,upi,Home & Kitchen,0
251.84,412.0,51.73,0.0,1.0,1.96,0.0,upi,Pharmacy,0
2080.92,230.0,33.05,0.0,0.0,1.99,1.0,card,Books,1
317.45,166.0,89.99,0.0,1.0,4.42,0.0,wallet,Electronics,0
444.74,28.0,77.98,0.0,4.0,3.63,0.0,cod,Beauty,0
652.1,87.0,78.58,0.0,0.0,4.17,0.0,card,Home & Kitchen,0
431.82,453.0,76.99,0.0,1.0,4.08,0.0,card,Pharmacy,0
451.31,507.0,72.82,0.0,2.0,4.09,0.0,card,Home & Kitchen,0
452.74,526.0,90.72,0.0,2.0,4.98,0.0,upi,Grocery,0
881.86,301.0,94.61,2.0,1.0,4.75,0.0,upi,Food & Beverage,0
213.53,393.0,61.11,2.0,0.0,2.57,0.0,card,Books,0
1335.68,77.0,84.73,0.0,0.0,3.69,0.0,upi,Books,0
252.25,55.0,65.76,0.0,1.0,2.77,0.0,wallet,Beauty,0
1930.45,165.0,78.28,1.0,1.0,3.78,0.0,upi,Fashion,0
556.49,62.0,55.03,1.0,2.0,2.82,0.0,card,Beauty,0
520.99,42.0,30.9,0.0,1.0,1.71,0.0,upi,Food & Beverage,0
